#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
122.614 -5.968 30.0 2.10655 -1.67629 -0.430265 -1.38367 0.178495 -1.19027 24.0 X Y 0 R-SS
122.84 -5.3 33.0 2.33966 -2.28904 -0.0506208 3.19095 0.438495 -0.341078 23.0 X Y 1 R
122.53 -5.35 33.0 2.03087 -1.28592 -0.744947 0.712113 -1.21468 1.07728 22.0 X Y 2 R
122.5 -5.9 33.0 1.96375 -0.529701 -1.43405 -0.219327 -0.273201 -0.87271 23.0 X Y 3 R
122.174 -5.652 11.6 4.88448 0.076574 -4.96105 1.95607 -0.65243 -2.15016 25.0 X Y 4 R-SS
122.3 -5.9 33.0 2.39231 0.0551711 -2.44749 0.939303 -0.37103 -1.03205 26.0 X Y 5 R-SS
122.41 -5.62 20.2 2.70755 -0.250542 -2.45701 -0.17849 0.759655 0.786822 23.0 X Y 6 R
122.721 -5.882 15.0 1.35674 -0.697538 -0.659197 0.349679 -0.338213 -0.852437 24.0 X Y 7 R
122.62 -5.61 17.1 1.95383 -0.109412 -1.84442 -0.294741 -0.0965448 -0.518863 23.0 X Y 8 R
122.57 -5.87 12.0 0.815864 0.0637477 -0.879612 -0.514634 -0.454206 -0.257034 24.0 X Y 9 R-SS
