#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
123.713 -1.274 25.0 0.115838 7.84238 -7.95821 -0.972907 0.416195 -5.25895 24.0 X Y 0 SS
123.1 -1.54 33.0 0.0539682 1.31976 -1.37373 -0.315635 0.113215 0.258673 23.0 X Y 1 SS
123.376 -1.212 30.0 0.168561 4.02604 -4.1946 -0.96786 0.333759 0.810342 24.0 X Y 2 SS
123.409 -1.437 30.0 1.77719 0.828022 -2.60521 -1.21444 0.408118 -0.349927 24.0 X Y 3 R-SS
123.57 -1.41 21.0 -0.0890745 3.29756 -3.20849 -0.954642 1.00783 0.27212 22.0 X Y 4 SS-N
123.312 -1.373 15.0 0.359831 1.83665 -2.19648 -0.891202 -0.558303 0.317364 24.0 X Y 5 SS-R
123.2 -1.16 34.0 1.02427 1.74101 -2.76528 -1.33539 0.329137 -0.433768 23.0 X Y 6 SS-R
123.68 -1.19 28.5 1.78647 3.74761 -5.53408 -2.67918 0.676584 0.236513 23.0 X Y 7 SS-R
123.749 -1.202 28.5 1.84925 3.87931 -5.72856 -2.77333 0.700361 0.244824 23.0 X Y 8 SS-R
123.66 -1.27 10.0 0.711207 1.49195 -2.20316 -1.0666 0.269353 0.0941575 24.0 X Y 9 SS-R
