#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
120.08 -1.17 48.4 0.319973 2.65399 -2.97396 0.921562 -1.1053 -3.14427 24.0 X Y 0 SS
119.901 -1.161 38.3 1.51786 1.85404 -3.3719 4.63659 0.545788 -4.96011 23.0 X Y 1 SS-R
120.043 -1.101 15.0 -4.59701 7.48995 -2.89295 0.160906 -5.3831 -4.86776 23.0 X Y 2 N-SS
120.013 -1.19 10.0 -2.09646 2.10105 -0.00459059 0.264772 -1.47126 -1.29543 25.0 X Y 3 N-SS
119.998 -1.227 10.0 -5.23457 6.59352 -1.35895 0.947837 -4.54338 -3.35878 24.0 X Y 4 N-SS
120.09 -1.25 11.0 -1.07674 3.90274 -2.826 -1.39639 -1.84222 -3.75374 23.0 X Y 5 SS-N
120.08 -1.21 10.0 -0.0529628 1.66871 -1.61574 -0.208577 -0.3076 -1.86345 25.0 X Y 6 SS
120.08 -1.14 21.0 -0.514355 1.79553 -1.28118 -0.112142 -0.874001 -0.79979 23.0 X Y 7 SS-N
119.94 -1.328 20.0 -0.0394516 3.26265 -3.2232 0.458618 -1.08433 -2.50862 23.0 X Y 8 SS
120.013 -1.314 19.1 0.0367873 3.59363 -3.63041 0.366254 -0.4199 -3.51366 23.0 X Y 9 SS
