#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
125.27 4.95 29.8 1.82247 0.388888 -2.21135 1.36923 -1.97737 0.183991 24.0 X Y 0 R
125.158 4.406 45.8 3.64492 0.50578 -4.1507 -1.37542 0.138508 -0.286836 24.0 X Y 1 R
125.37 4.93 16.0 4.56014 -0.60633 -3.95381 0.588318 -3.19068 1.64274 23.0 X Y 2 R
125.65 4.78 10.0 0.854807 -0.182986 -0.671822 0.278309 -0.669565 0.354105 24.0 X Y 3 R
125.38 4.97 10.0 0.72111 -0.0886588 -0.632451 0.311218 -0.801264 0.236891 24.0 X Y 4 R
125.28 4.905 17.8 0.772683 -0.0949996 -0.677683 0.333476 -0.85857 0.253833 24.0 X Y 5 R
125.22 4.95 10.0 3.55884 -1.42728 -2.13156 1.33964 -2.31703 1.77942 24.0 X Y 6 R
125.312 4.971 15.0 0.847831 -0.0811243 -0.766707 0.141512 -0.554338 0.251382 25.0 X Y 7 R
125.331 4.722 15.0 0.912269 -0.129152 -0.783116 -0.253931 -0.934901 -0.329645 24.0 X Y 8 R
125.38 4.9 10.0 -0.0191979 1.1359 -1.1167 -0.0843003 -0.154063 -1.101 24.0 X Y 9 SS
125.02 4.61 22.3 0.138307 -2.38989 2.25159 0.457187 0.564315 1.41973 23.0 X Y 10 SS
124.95 4.55 10.0 0.93751 2.54306 -3.48057 3.85522 -0.152593 6.20318 23.0 X Y 11 SS-R
125.194 4.727 15.0 1.1003 5.19192 -6.29222 4.41429 -0.674482 6.45592 23.0 X Y 12 SS-R
125.01 4.67 15.1 -0.341135 -2.55221 2.89334 -2.61641 0.0179745 -6.98205 23.0 X Y 13 SS
125.153 4.732 13.4 -0.0281031 -1.04424 1.07235 -0.796739 0.122358 -2.41152 24.0 X Y 14 SS
125.004 4.659 26.1 0.383942 8.12379 -8.50773 1.96961 -1.31272 -1.66123 23.0 X Y 15 SS
125.12 4.85 32.3 3.80898 -0.376519 -3.43246 0.797526 0.658192 -1.25049 23.0 X Y 16 R
125.3 4.72 21.2 1.06034 -0.0232701 -1.03707 0.189466 -1.16257 0.155663 24.0 X Y 17 R
