#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.455 1.687 50.0 2.68204 -2.10428 -0.57776 0.0103015 -1.68802 -1.86429 24.0 X Y 0 R-SS
126.43 1.69 43.8 6.38967 2.20966e-16 -6.38967 1.69672 4.30989 -0.902162 23.0 X Y 1 R
126.45 1.69 37.3 4.81608 -1.16245 -3.65362 2.46737 5.79755 -2.10923 23.0 X Y 2 R
126.472 1.696 43.4 1.77523 -1.30432 -0.470904 -1.27683 -0.767197 -0.783716 24.0 X Y 3 R
126.444 1.645 30.0 1.66252 0.265073 -1.92759 1.03056 -0.286799 -1.03739 25.0 X Y 4 R-SS
126.45 1.73 36.1 0.529667 0.178696 -0.708363 -0.753382 0.825002 -2.50758 23.0 X Y 5 SS-R
126.42 1.72 34.6 1.98403 -0.598796 -1.38523 -0.0951547 -0.18735 -0.911052 23.0 X Y 6 R
126.487 1.679 42.0 4.26279 -0.415318 -3.84747 0.00260863 0.640717 -1.27942 24.0 X Y 7 R
126.392 1.703 47.5 1.56641 -1.15373 -0.412685 -1.31821 4.03383 1.54928 23.0 X Y 8 R
126.42 1.71 29.9 3.14689 -0.723285 -2.4236 0.241466 0.12706 -1.33251 24.0 X Y 9 R
126.45 1.66 29.8 0.0 2.86331 -2.86331 0.063956 0.0271477 -2.76506 23.0 X Y 10 SS
