#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.7 3.76 39.5 -0.692296 0.0184116 0.673885 -1.18205 0.602809 -0.533283 24.0 X Y 0 N
126.656 3.722 21.6 3.16009 2.04552 -5.20561 3.51573 3.85593 -0.0103412 23.0 X Y 1 R-SS
126.703 3.726 30.6 6.07246 0.780488 -6.85295 2.96959 0.470337 -1.9212 23.0 X Y 2 R-SS
126.658 3.704 22.7 0.939871 0.269095 -1.20897 0.594097 0.101984 -0.29589 24.0 X Y 3 R-SS
126.712 3.695 26.6 1.19444 0.0298855 -1.22433 -0.304047 0.15492 -0.282587 24.0 X Y 4 R
126.694 3.724 25.0 2.11843 1.55813 -3.67656 2.05194 1.47279 0.00586233 25.0 X Y 5 R-SS
126.66 3.69 19.3 5.71044 -0.0245681 -5.68587 -0.226413 5.51576 0.389132 23.0 X Y 6 R
126.71 3.75 27.8 1.51593 0.238198 -1.75413 -0.618383 0.136261 -0.213142 25.0 X Y 7 R-SS
126.73 3.71 30.8 1.06126 -0.124338 -0.936919 0.0535716 0.353605 -0.348206 24.0 X Y 8 R
126.66 3.7 35.5 -0.822189 0.157359 0.664829 -0.230623 0.839045 0.816517 23.0 X Y 9 N-SS
