#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.014 0.533 43.7 1.00171 -0.417064 -0.584642 -0.0281726 -0.712914 -0.655456 25.0 X Y 0 R-SS
126.009 0.547 43.9 1.58625 -0.0742858 -1.51197 -0.729834 -0.612403 -0.564984 25.0 X Y 1 R
126.042 0.579 40.0 3.59446 0.215076 -3.80954 -1.25277 0.397495 -1.06252 25.0 X Y 2 R
126.111 0.606 45.2 4.54605 -0.474685 -4.07137 -1.71227 0.0469094 -2.15282 24.0 X Y 3 R
126.176 0.513 46.7 -1.63335 0.392151 1.2412 -0.11745 0.00617616 -0.704701 24.0 X Y 4 N
126.072 0.592 35.0 1.74415 1.4843 -3.22845 -1.7604 -1.16648 0.0945204 24.0 X Y 5 R-SS
126.0 0.5 43.0 1.43994 -0.0809671 -1.35897 -0.433081 0.146302 -0.58269 24.0 X Y 6 R
126.165 0.551 25.0 -1.70312 0.279246 1.42388 -1.0355 -3.33517 0.661038 24.0 X Y 7 N
125.99 0.57 50.0 2.35465 -0.0437393 -2.31091 -0.633681 -0.142625 -0.666614 25.0 X Y 8 R
126.14 0.59 30.4 -0.0884055 -2.33556 2.42397 1.04949 -1.06222 0.21072 23.0 X Y 9 SS-N
126.14 0.48 32.7 0.799639 2.97385 -3.77349 -1.94369 0.525703 -3.96324 23.0 X Y 10 SS-R
126.13 0.47 10.0 1.82779 -0.293392 -1.53439 -0.997603 -0.168301 -1.04772 24.0 X Y 11 R-SS
126.18 0.55 10.0 5.34493 -1.04577 -4.29916 1.25304 -0.165133 -2.43989 23.0 X Y 12 R
126.082 0.532 33.1 2.29327 -0.408688 -1.88459 -0.538776 -0.0962548 -0.982831 24.0 X Y 13 R
126.1 0.55 30.5 1.58123 0.903601 -2.48483 -1.48565 -0.12932 -0.986813 26.0 X Y 14 R-SS
