#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.329 0.484 15.0 2.05845 0.356918 -2.41537 -0.857158 0.809716 -0.34242 24.0 X Y 0 R-SS
126.312 0.379 40.0 5.07561 -0.940068 -4.13554 0.182864 0.699421 -1.97634 24.0 X Y 1 R
126.3 0.4 35.0 6.08287 -1.11132 -4.97155 6.5097 1.67681 -4.83071 22.0 X Y 2 R-SS
126.38 0.41 44.0 7.31132 -1.42768 -5.88363 1.16627 -3.90967 -4.2109 24.0 X Y 3 R-SS
126.41 0.45 28.3 1.07593 -0.171125 -0.904801 -0.138766 0.193816 -0.446455 24.0 X Y 4 R
126.28 0.366 28.1 2.15653 -0.813965 -1.34257 -0.499681 -0.142436 -1.08815 24.0 X Y 5 R
126.34 0.48 22.2 7.77975 -0.982623 -6.79713 -1.20175 -0.524521 -2.74424 23.0 X Y 6 R
126.38 0.35 19.6 7.56444 -0.345711 -7.21872 2.51462 3.77994 -2.02397 24.0 X Y 7 R
126.39 0.43 31.2 2.59275 -0.486622 -2.10613 -0.506936 0.615409 -1.26889 23.0 X Y 8 R
126.37 0.49 23.1 5.40228 -0.58389 -4.81839 -1.00577 0.428216 -2.0141 23.0 X Y 9 R
126.34 0.34 23.1 1.54931 -0.51674 -1.03257 0.219788 0.248979 -0.73129 24.0 X Y 10 R
