#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.869 -1.064 25.0 -0.299323 1.92068 -1.62136 0.65323 -0.82638 3.28973 24.0 X Y 0 SS
126.981 -0.993 27.5 0.805796 0.0257878 -0.831584 -0.151499 -0.805011 0.0849464 24.0 X Y 1 R
126.885 -0.916 25.0 0.81276 -0.0519604 -0.7608 0.0768698 -1.29977 0.287167 25.0 X Y 2 R
126.971 -0.981 30.0 0.618286 -0.0589131 -0.559373 0.1802 -1.52003 0.248902 25.0 X Y 3 R
127.043 -1.009 25.3 3.02544 0.230159 -3.2556 1.66987 -5.93023 -0.0654341 23.0 X Y 4 R
126.975 -1.043 25.0 -0.312287 0.335004 -0.0227171 -0.067906 -0.864894 0.722909 25.0 X Y 5 N-SS
127.006 -1.039 25.0 -0.506385 0.722571 -0.216186 -0.010293 -0.924079 1.01203 26.0 X Y 6 SS-N
126.915 -0.987 23.6 -1.50559 -0.562417 2.06801 1.95532 -2.37907 6.4839 23.0 X Y 7 SS-N
126.914 -1.049 15.0 -1.01901 2.17585 -1.15684 -0.176764 -2.237 2.49001 23.0 X Y 8 SS-N
126.79 -1.02 33.0 -3.40674 3.37582 0.0309185 3.25377 -2.51091 5.89088 23.0 X Y 9 SS-N
126.875 -0.969 20.0 -0.863879 2.21425 -1.35037 -1.38545 -3.83202 2.18603 25.0 X Y 10 N-SS
126.911 -0.927 25.0 -1.17655 0.0270141 1.14954 0.504672 -3.2444 2.95955 23.0 X Y 11 N-SS
126.883 -0.978 15.0 -1.63097 1.13122 0.499744 1.66922 -0.813878 2.43682 24.0 X Y 12 N-SS
126.97 -1.04 16.2 -1.00756 1.96635 -0.958792 1.50187 -0.98461 1.34823 23.0 X Y 13 SS-N
126.85 -0.89 21.5 0.343829 1.23122 -1.57505 -0.650664 -0.578736 1.0795 23.0 X Y 14 SS-R
126.921 -1.126 30.8 3.4004 -1.79272 -1.60768 1.53303 -3.05127 1.9098 23.0 X Y 15 R
