#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
123.327 -0.561 35.0 4.00356 0.172237 -4.1758 -1.10111 2.44743 -1.53381 24.0 X Y 0 R-SS
123.3 -0.7 40.0 2.17659 -1.80371 -0.37288 0.852284 4.40255 -2.72928 23.0 X Y 1 R-SS
123.19 -0.598 39.1 1.87616 -3.82611 1.94995 -2.97604 2.00005 -1.92473 23.0 X Y 2 R-SS
123.424 -0.683 41.4 -0.234156 0.0646492 0.169507 -0.398967 -1.38539 -4.85609 23.0 X Y 3 SS
123.36 -0.64 33.0 1.91428 -2.16048 0.246199 0.0186446 0.797456 -0.423315 24.0 X Y 4 R
123.294 -0.372 30.0 1.79691 1.23953 -3.03644 1.71087 -0.476023 -1.56299 25.0 X Y 5 R-SS
123.31 -0.448 36.2 3.56785 0.159332 -3.72718 1.86315 -0.825045 -2.21625 23.0 X Y 6 R-SS
123.23 -0.41 45.0 3.79784 0.0434172 -3.84126 0.699548 -0.552997 -0.680708 23.0 X Y 7 R
123.248 -0.397 35.7 0.59903 0.255961 -0.854991 0.519949 -0.112382 -0.511234 25.0 X Y 8 R-SS
123.21 -0.5 49.3 2.14047 5.70809 -7.84856 3.54307 0.0192012 -1.0771 23.0 X Y 9 SS-R
