#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
126.15 -2.88 43.4 0.0449237 0.0778266 -0.12275 0.187688 0.428606 3.5155 25.0 X Y 0 SS
126.311 -2.946 25.0 2.42184 -5.79877 3.37693 0.229238 2.95591 1.43892 23.0 X Y 1 SS-R
126.732 -3.088 17.3 -0.404781 -4.31599 4.72077 -1.60501 4.12119 6.56334 23.0 X Y 2 SS-N
126.23 -2.761 30.0 5.52935 0.0908832 -5.62024 -4.72402 3.53811 2.5543 23.0 X Y 3 R
126.5 -2.79 15.0 2.7233 -2.76136 0.0380634 -2.4742 -1.04014 2.2864 24.0 X Y 4 R-SS
125.87 -2.8 20.0 -1.09326 1.07948 0.0137812 -0.00622862 -0.178364 -0.216169 24.0 X Y 5 N
126.5 -2.8 18.7 3.06414 -0.549109 -2.51503 -0.230636 -0.739915 -1.17958 24.0 X Y 6 R
125.9 -2.8 33.0 -0.888397 1.12242 -0.234022 0.167674 -0.77227 -0.564647 23.0 X Y 7 N-SS
126.21 -2.86 21.0 3.41037 -0.273238 -3.13713 -1.4797 -0.0099098 1.69879 23.0 X Y 8 R
126.21 -2.87 10.0 1.52178 -0.441339 -1.08044 -0.0278841 0.398854 0.716281 24.0 X Y 9 R
126.64 -2.91 15.0 3.64407e-16 -7.3271 7.3271 1.24155 0.869341 2.66685 23.0 X Y 10 SS
126.28 -2.4 22.9 2.25086 -0.59482 -1.65604 -0.617714 -1.02805 1.55676 23.0 X Y 11 R-SS
126.69 -2.65 17.1 2.55277 -1.27296 -1.2798 -0.688707 -0.467154 1.53729 23.0 X Y 12 R
126.735 -2.735 9.9 0.943492 -0.301207 -0.642285 0.27399 -0.76848 0.471746 25.0 X Y 13 R
126.85 -2.65 14.4 2.30728 -0.544613 -1.76266 -0.583463 -1.00911 1.4903 23.0 X Y 14 R-SS
