#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
121.52 1.093 35.0 -5.00155 0.549417 4.45213 -0.231818 0.966705 1.65682 24.0 X Y 0 N
121.436 1.086 30.9 -2.3633 0.536942 1.82635 0.0946786 1.63115 1.19812 24.0 X Y 1 N
122.098 1.238 30.0 6.98682 -7.93484 0.948013 -5.70478 2.92839 -0.515418 24.0 X Y 2 R
121.72 1.32 17.8 -8.55551 0.113734 8.44178 -0.584917 -2.41145 1.01927 24.0 X Y 3 N
121.618 1.241 28.0 -1.01682 0.011202 1.00562 -0.0785637 -0.282761 0.115001 25.0 X Y 4 N
121.917 1.087 27.5 5.89221 -5.63751 -0.254698 -5.66689 0.835506 1.23056 23.0 X Y 5 R
121.832 1.25 36.6 -1.02171 0.836701 0.185007 -0.673287 -0.212135 0.401756 24.0 X Y 6 N
121.836 1.205 24.4 -1.92623 1.85315 0.0730857 -1.25897 -0.625438 0.450875 24.0 X Y 7 N
121.79 1.28 46.3 2.7092 -2.68862 -0.0205794 -0.773895 -0.0677071 -0.235224 23.0 X Y 8 R
121.888 1.336 30.0 3.68541 -3.89276 0.207351 -3.12137 -0.88099 0.891861 23.0 X Y 9 R
121.779 0.972 27.0 -2.24814 0.25709 1.99105 -1.04995 -2.19385 -2.78197 23.0 X Y 10 N-SS
121.57 1.4 20.5 -3.89911 -0.053572 3.95268 0.468089 0.461269 0.04713 23.0 X Y 11 N
122.12 1.28 45.0 5.44993 -5.3176 -0.132333 -5.74946 0.3478 0.959359 23.0 X Y 12 R
121.77 1.19 44.4 2.68003 -2.63609 -0.0439408 -0.867859 0.081785 0.341567 23.0 X Y 13 R
121.52 1.43 22.6 -1.93481 -0.0485747 1.98339 0.338259 -0.10349 -0.126847 23.0 X Y 14 N
121.92 1.56 28.1 5.70705 -5.69993 -0.00711982 -6.84044 -0.0149927 0.333414 24.0 X Y 15 R
122.05 1.3 40.2 4.37958 -0.367826 -4.01176 -3.86965 1.39172 -5.33662 23.0 X Y 16 R-SS
