#Longitude Latitude Depth_(km) mrr mtt mff mrt mrf mtf Exponent_(dyn-cm) X_position(GMT) Y_position(GMT) ID rupture_type
122.014 -2.704 20.0 -0.415264 0.716456 -0.301193 0.892507 1.14303 0.281183 25.0 X Y 0 N
121.879 -2.668 38.0 -1.84775 6.65586 -4.80811 -0.841511 3.17214 3.56335 23.0 X Y 1 SS-N
121.94 -2.65 15.0 0.0691066 0.796338 -0.865444 0.328403 0.47521 0.480927 24.0 X Y 2 SS-R
121.85 -2.59 10.0 0.0779095 2.51131 -2.58922 1.50586 2.83791 1.76716 24.0 X Y 3 SS-R
121.87 -2.63 16.4 1.05138 5.58966 -6.64104 3.17515 3.37815 1.83729 23.0 X Y 4 SS-R
121.939 -2.618 15.0 -0.0558478 0.655234 -0.599386 0.219081 0.621361 0.654967 24.0 X Y 5 SS-N
122.02 -2.67 10.0 -0.13633 5.25751 -5.12118 1.3038 1.65899 0.476881 23.0 X Y 6 SS
122.02 -2.63 12.0 -0.0558478 0.655234 -0.599386 0.219081 0.621361 0.654967 24.0 X Y 7 SS-N
122.15 -2.76 16.0 -0.615613 2.93194 -2.31633 1.69414 2.87785 1.27678 24.0 X Y 8 SS-N
121.81 -2.62 15.7 -0.0587219 0.810451 -0.751729 0.49861 0.615732 0.136009 24.0 X Y 9 SS-N
121.65 -2.6 12.0 0.0723627 1.26534 -1.3377 0.351055 0.275252 0.313637 23.0 X Y 10 SS
122.16 -2.68 12.0 -0.308713 1.38915 -1.08043 1.13904 2.08641 0.834613 23.0 X Y 11 N
122.25 -2.66 13.2 -0.804912 1.15574 -0.350833 0.677796 3.24288 1.95446 23.0 X Y 12 N-SS
