date,time,lat,lon,depth,mw,str1,dip1,rake1,str2,dip2,rake2,mo,fac,mpp,mpr,mrr,mrt,mtp,mtt,datetime
2010-07-24,23:51:12.0,-1.431268,120.630295,45.347,5.23467,328,60,-7,62,84,-150,,C,,,,,,,2010-07-24 23:51:12.000
2010-07-25,05:26:27.0,-1.318344,120.517693,25.426,4.1229,335,50,-73,130,43,-109,,D,,,,,,,2010-07-25 05:26:27.000
2010-07-25,06:22:43.0,-1.29005,1227367.0,9.959,3.97957,55,82,58,313,33,166,,D,,,,,,,2010-07-25 06:22:43.000
2010-07-25,13:04:49.0,-1.297497,120.485153,38.493,4.42611,299,54,-15,38,78,-143,,C,,,,,,,2010-07-25 13:04:49.000
2010-07-30,14:26:28.0,-0.350802,119.949844,6.201,4.1229,113,81,166,206,76,9,,B,,,,,,,2010-07-30 14:26:28.000
2010-08-20,07:37:13.0,-1.357057,120.441887,11.781,4.22397,337,81,-170,246,80,-9,,B,,,,,,,2010-08-20 07:37:13.000
2010-08-20,07:52:56.0,-1.328992,120.504349,7.302,4.62825,61,30,87,245,60,92,,C,,,,,,,2010-08-20 07:52:56.000
2010-10-08,17:57:47.0,-1.278813,119.963051,8.91,3.97957,133,34,-92,315,56,-89,,D,,,,,,,2010-10-08 17:57:47.000
2010-10-31,09:21:33.0,-1.332952,126929.0,8.533,3.97957,109,74,117,222,31,33,,C,,,,,,,2010-10-31 09:21:33.000
2010-11-20,11:50:32.0,-0.489867,119.907471,9.997,4.32504,249,56,-85,59,35,-98,,B,,,,,,,2010-11-20 11:50:32.000
2010-12-20,20:09:37.0,-1.740185,120.141129,7.77,4.42611,135,26,18,28,82,115,,C,,,,,,,2010-12-20 20:09:37.000
2010-12-20,20:11:17.0,-1.762951,120.170921,20.547,4.62825,115,64,-1,205,89,-154,,B,,,,,,,2010-12-20 20:11:17.000
2010-12-22,12:40:42.0,-1.219452,120.225754,8.23,4.22397,348,90,-42,78,42,-180,,D,,,,,,,2010-12-22 12:40:42.000
2011-01-08,08:15:13.000,-0.85,119.78,23.0,5.3,73,74,-178,343,88,-16,,,,,,,,,2011-01-08 08:15:13.000
2011-02-09,11:40:08.0,-0.583092,119.722183,10.447,4.62825,318,60,112,99,37,57,,D,,,,,,,2011-02-09 11:40:08.000
2011-05-23,06:50:43.5,-1.455021,120.337196,9.947,4.83039,302,53,-75,98,40,-108,,B,,,,,,,2011-05-23 06:50:43.500
2011-06-13,08:40:18.5,-0.206829,119.864578,8.476,5.23467,89,79,-159,354,70,-12,,B,,,,,,,2011-06-13 08:40:18.500
2011-07-24,05:26:29.2,-1.435372,119.925499,9.068,3.97957,171,62,44,56,52,144,,C,,,,,,,2011-07-24 05:26:29.200
2011-08-20,11:35:31.5,-0.236531,119.928932,8.524,4.32504,326,29,-64,117,64,-104,,C,,,,,,,2011-08-20 11:35:31.500
2011-10-13,11:25:08.1,-0.55416,119.733627,9.549,4.83039,289,58,20,188,73,146,,B,,,,,,,2011-10-13 11:25:08.100
2011-12-19,01:23:25.000,-1.17,119.48,10.0,5.6,17,21,72,216,70,97,,,,,,,,,2011-12-19 01:23:25.000
2011-12-27,10:33:40.5,-1.502958,120.479225,31.942,4.93146,205,62,-172,111,83,-28,,B,,,,,,,2011-12-27 10:33:40.500
2012-01-09,05:13:53.1,-1.50228,120.480766,8.521,4.83039,238,79,165,331,75,12,,B,,,,,,,2012-01-09 05:13:53.100
2012-02-08,08:52:23.900,-0.35,119.93,12.7,4.8,250,62,-161,151,73,-30,1.85e+23,23.0,,,,,,,2012-02-08 08:52:23.900
2012-08-18,09:41:53.000,-1.21,120.08,10.0,6.2,339,83,-5,70,85,-173,,,,,,,,,2012-08-18 09:41:53.000
2012-11-08,09:37:22.3,-0.282633,119.725731,7.704,4.42611,228,79,101,4,15,47,,B,,,,,,,2012-11-08 09:37:22.300
2013-06-30,01:04:20.800,-0.64,119.8,28.2,4.9,330,38,-19,75,79,-126,2.78e+23,23.0,,,,,,,2013-06-30 01:04:20.800
2013-10-22,18:17:51.5,-0.174069,119.760063,9.787,3.90484,28,67,49,274,46,147,,A,,,,,,,2013-10-22 18:17:51.500
2014-02-23,15:06:52.210,-1.097,120.248,24.8,5.4,114,28,-79,282,63,-96,1.56,17.0,0.03,-0.14,-1.22,0.9,-0.41,1.18,2014-02-23 15:06:52.210
2014-07-15,02:37:58.6,-0.321845,119.741043,27.957,5.23467,193,65,114,326,34,49,,B,,,,,,,2014-07-15 02:37:58.600
2014-07-15,02:38:00.600,-0.17,120.02,39.7,4.9,147,32,54,8,65,110,3.23e+23,23.0,,,,,,,2014-07-15 02:38:00.600
2014-08-07,13:51:34.3,-1.745259,1233882.0,5.645,4.62825,38,76,-179,308,89,-14,,C,,,,,,,2014-08-07 13:51:34.300
2015-06-15,11:03:47.4,-0.262644,119.873291,10.709,4.22397,81,84,149,174,60,7,,C,,,,,,,2015-06-15 11:03:47.400
2015-12-08,18:18:51.1,-1.52653,1285327.0,6.73,3.90484,259,80,-167,167,77,-10,,C,,,,,,,2015-12-08 18:18:51.100
2015-12-10,05:13:47.4,-1.559848,120.103577,8.282,3.83011,55,33,-59,200,62,-108,,D,,,,,,,2015-12-10 05:13:47.400
2016-01-13,06:23:19.2,-0.532793,119.897263,8.131,4.22397,340,73,-34,81,58,-159,,D,,,,,,,2016-01-13 06:23:19.200
2016-02-19,01:59:33.1,-0.701716,119.747696,15.817,4.1229,51,88,-115,316,26,-5,,C,,,,,,,2016-02-19 01:59:33.100
2016-02-22,06:08:35.1,-1.551604,1284099.0,5.729,3.90484,175,46,45,50,60,126,,C,,,,,,,2016-02-22 06:08:35.100
2016-02-29,14:10:53.6,-1.417583,120.420143,13.707,4.62825,251,89,138,341,48,1,,B,,,,,,,2016-02-29 14:10:53.600
2016-03-23,10:49:45.6,-0.485021,119.972,17.363,4.42611,282,64,-118,153,37,-46,,B,,,,,,,2016-03-23 10:49:45.600
2016-03-30,10:56:40.1,-0.292264,119.893631,21.431,3.90484,266,39,-178,175,89,-51,,D,,,,,,,2016-03-30 10:56:40.100
2016-06-02,22:11:00.5,-0.595984,119.836433,5.851,4.42611,32,41,56,254,57,116,,C,,,,,,,2016-06-02 22:11:00.500
2016-07-12,01:37:14.7,-0.975401,119.963463,6.479,3.83011,292,36,78,126,55,98,,D,,,,,,,2016-07-12 01:37:14.700
2016-09-07,14:32:40.040,-0.952,120.418,18.1,5.27,159,38,-22,267,76,-126,1.01,17.0,-0.21,-0.05,-0.37,0.69,-0.6,0.59,2016-09-07 14:32:40.040
2016-10-08,15:40:58.5,-1.651443,120.151146,8.22,3.83011,45,46,65,258,49,113,,D,,,,,,,2016-10-08 15:40:58.500
2016-11-27,23:40:26.6,-0.190017,119.73848,11.185,3.83011,228,47,79,64,44,102,,B,,,,,,,2016-11-27 23:40:26.600
2016-12-19,10:38:36.8,-0.189368,119.888443,6.29,3.83011,88,87,170,179,83,3,,A,,,,,,,2016-12-19 10:38:36.800
2016-12-21,22:32:45.3,-1.019967,120.185646,8.236,4.1229,31,39,-101,225,52,-81,,C,,,,,,,2016-12-21 22:32:45.300
2017-04-20,16:54:01.500,-1.14,120.08,21.0,4.8,63,67,-159,324,71,-24,1.73e+23,23.0,,,,,,,2017-04-20 16:54:01.500
2017-05-10,20:04:21.7,-0.168182,119.813538,10.112,3.83011,242,52,-111,93,43,-66,,B,,,,,,,2017-05-10 20:04:21.700
2017-05-29,14:35:23.240,-1.297,120.427,16.8,6.58,277,57,-98,111,34,-78,0.94,19.0,-0.11,-0.01,-0.77,0.38,-0.26,0.89,2017-05-29 14:35:23.240
2017-05-31,04:42:05.400,-1.01,120.69,17.9,4.9,130,65,2,39,88,154,3.13e+23,23.0,,,,,,,2017-05-31 04:42:05.400
2017-06-02,05:59:17.000,-1.25,120.48,18.1,4.9,139,59,-29,245,66,-146,2.6e+23,23.0,,,,,,,2017-06-02 05:59:17.000
2017-07-19,14:56:16.3,-0.367061,119.939613,36.669,4.1229,181,67,-1,271,89,-157,,B,,,,,,,2017-07-19 14:56:16.300
2017-10-06,09:23:40.6,-0.47373,119.868988,10.933,4.93146,159,55,-24,263,71,-143,,B,,,,,,,2017-10-06 09:23:40.600
2017-11-02,17:02:15.400,-1.29,120.23,14.8,4.9,268,30,-143,145,72,-65,3.1e+23,23.0,,,,,,,2017-11-02 17:02:15.400
2017-11-25,09:14:50.920,-1.328,119.94,20.0,5.02,64,74,-179,334,89,-16,4.32,16.0,-2.82,-0.91,-0.83,0.72,-2.62,3.65,2017-11-25 09:14:50.920
2017-11-25,11:11:24.590,-1.314,120.013,19.1,5.07,67,84,178,157,88,6,5.0,16.0,-2.98,-0.41,-1.18,0.61,-3.44,4.16,2017-11-25 11:11:24.590
2017-12-06,16:42:47.9,-0.515345,119.85952,9.206,3.97957,75,35,85,261,55,94,,C,,,,,,,2017-12-06 16:42:47.900
2018-01-17,04:25:50.7,-0.459472,119.858795,8.32,4.32504,101,34,-93,284,56,-88,,B,,,,,,,2018-01-17 04:25:50.700
2018-02-14,21:28:55.100,-1.34,120.48,26.8,4.8,275,38,-97,104,53,-85,2.04e+23,23.0,,,,,,,2018-02-14 21:28:55.100
2018-03-01,05:14:26.7,-0.231089,119.876663,13.106,4.83039,177,45,-18,280,77,-133,,A,,,,,,,2018-03-01 05:14:26.700
2018-03-01,05:30:28.3,-0.216121,119.869492,18.928,4.1229,217,37,86,42,53,93,,D,,,,,,,2018-03-01 05:30:28.300
2018-03-01,06:11:10.2,-0.152682,119.788582,30.313,4.42611,51,71,56,296,38,149,,A,,,,,,,2018-03-01 06:11:10.200
2018-09-21,23:20:33.300,-0.78,119.67,30.2,4.9,7,34,56,226,62,111,2.52e+23,23.0,,,,,,,2018-09-21 23:20:33.300
2018-09-21,23:20:35.3,-0.905477,119.705032,58.984,5.23467,237,85,138,332,48,7,,B,,,,,,,2018-09-21 23:20:35.300
2018-09-28,07:00:01.2,-0.34243,119.748436,9.473,6.1,272,85,165,3,75,5,,B,,,,,,,2018-09-28 07:00:01.200
2018-09-28,07:50:43.8,-0.192426,119.771126,6.336,4.7,183,59,-4,276,87,-149,,B,,,,,,,2018-09-28 07:50:43.800
2018-09-28,08:25:00.0,-0.337766,119.803528,7.021,5.3,102,86,179,192,89,4,,B,,,,,,,2018-09-28 08:25:00.000
2018-09-28,09:11:14.0,-0.379107,119.871353,9.31,4.62825,161,83,42,65,49,171,,D,,,,,,,2018-09-28 09:11:14.000
